@1397848258473 | OLTP Data Parser: Initiated
@1397848332829 | Transaction 389: Verified => $7688.700512703192 from MetLife:2 to Chase:8
@1397848332872 | OLTP Data Parser: 25 transactions in queue
@1397848332914 | Transaction 389: Verifying
@1397848332981 | Transaction 383: Verified => $6653.42674301802 from Capitol One:3 to Wells Fargo:39
@1397848333024 | OLTP Data Parser: 26 transactions in queue
@1397848333066 | Worker 141: committing Transaction 394
@1397848333109 | Transaction 394: Verifying
@1397848333153 | OLTP Data Parser: 26 transactions in queue
@1397848333279 | OLTP Data Parser: 27 transactions in queue
@1397848333405 | OLTP Data Parser: 28 transactions in queue
@1397848333532 | OLTP Data Parser: 29 transactions in queue
@1397848333574 | Transaction 391: Verified => $9171.141616695379 from MetLife:44 to ???????????? ????????:45
@1397848333618 | Transaction 391: Verifying
@1397848333661 | OLTP Data Parser: 30 transactions in queue
@1397848333703 | Transaction 387: Verified => $9186.768242348542 from Citi:6 to Zion's Bank:15
@1397848333746 | Transaction 387: Verifying
@1397848333789 | OLTP Data Parser: 31 transactions in queue
@1397848333915 | OLTP Data Parser: 32 transactions in queue
@1397848334042 | OLTP Data Parser: 33 transactions in queue
@1397848334085 | Transaction 390: Verified => $8508.427715023558 from Capitol One:14 to ???????????? ????????:89
@1397848334129 | Transaction 390: Verifying
@1397848334172 | OLTP Data Parser: 34 transactions in queue
@1397848334299 | OLTP Data Parser: 35 transactions in queue
@1397848334426 | OLTP Data Parser: 36 transactions in queue
@1397848334469 | Transaction 386: Verified => $3395.4624063783745 from Chase:11 to Chase:32
@1397848334513 | Worker 142: committing Transaction 395
@1397848334556 | Transaction 395: Verifying
@1397848334599 | OLTP Data Parser: 36 transactions in queue
@1397848334726 | OLTP Data Parser: 37 transactions in queue
@1397848334851 | OLTP Data Parser: 38 transactions in queue
@1397848334907 | Transaction 385: Verified => $2607.683077839055 from Citi:20 to Chase:42
@1397848334952 | Worker 147: committing Transaction 396
@1397848334995 | Transaction 396: Verifying
@1397848335038 | Transaction 391: Verified => $9171.141616695379 from MetLife:44 to ???????????? ????????:45
@1397848335081 | Worker 144: committing Transaction 397
@1397848335125 | Transaction 397: Verifying
@1397848335168 | OLTP Data Parser: 38 transactions in queue
@1397848335295 | OLTP Data Parser: 38 transactions in queue
@1397848335426 | OLTP Data Parser: 39 transactions in queue
@1397848335553 | OLTP Data Parser: 40 transactions in queue
@1397848335680 | OLTP Data Parser: 41 transactions in queue
@1397848335790 | Transaction 387: Verified => $9186.768242348542 from Citi:6 to Zion's Bank:15
@1397848335833 | OLTP Data Parser: 42 transactions in queue
@1397848335877 | Worker 148: committing Transaction 398
@1397848335920 | Transaction 398: Verifying
@1397848335964 | Transaction 381: Verified => $3277.8699221676957 from MetLife:1 to Capitol One:16
@1397848336007 | OLTP Data Parser: 42 transactions in queue
@1397848336051 | Transaction 393: Verified => $9661.368814528312 from ???????????? ????????:38 to Chase:37
@1397848336093 | Transaction 394: Verified => $9034.78741372415 from ???????????? ????????:27 to Citi:25
@1397848336136 | Worker 150: committing Transaction 399
@1397848336180 | Transaction 399: Verifying
@1397848336224 | OLTP Data Parser: 42 transactions in queue
@1397848336267 | Transaction 393: Verifying
@1397848336311 | Transaction 392: Verified => $2211.5759886897467 from Zion's Bank:28 to Capitol One:2
@1397848336354 | Transaction 394: Verifying
@1397848336397 | Transaction 388: Verified => $6099.645951501898 from Capitol One:15 to Wells Fargo:45
@1397848336441 | OLTP Data Parser: 43 transactions in queue
@1397848336484 | Worker 146: committing Transaction 400
@1397848336528 | Transaction 400: Verifying
@1397848336571 | Transaction 392: Verifying
@1397848336615 | OLTP Data Parser: 43 transactions in queue
@1397848336741 | OLTP Data Parser: 44 transactions in queue
@1397848336869 | OLTP Data Parser: 45 transactions in queue
@1397848336995 | OLTP Data Parser: 46 transactions in queue
@1397848337039 | Transaction 395: Verified => $6503.134077427138 from Wells Fargo:16 to MetLife:9
@1397848337084 | Transaction 395: Verifying
@1397848337127 | Transaction 397: Verified => $2586.8231952632814 from ???????????? ????????:74 to MetLife:38
@1397848337171 | OLTP Data Parser: 47 transactions in queue
@1397848337215 | Transaction 397: Verifying
@1397848337298 | OLTP Data Parser: 48 transactions in queue
@1397848337344 | Worker 151: Initiated
@1397848337387 | Worker 151: Started
@1397848337430 | Worker 151: committing Transaction 401
@1397848337474 | Transaction 401: Verifying
@1397848337517 | OLTP Data Parser: 49 transactions in queue
@1397848337615 | Worker 152: Initiated
@1397848337660 | OLTP Data Parser: 49 transactions in queue
@1397848337705 | Worker 152: Started
@1397848337748 | Worker 152: committing Transaction 402
@1397848337791 | Transaction 402: Verifying
@1397848337835 | OLTP Data Parser: 49 transactions in queue
@1397848337878 | Transaction 389: Error
@1397848337922 | Worker 140: committing Transaction 403
@1397848337966 | Transaction 403: Verifying
@1397848338010 | Transaction 392: Verified => $2211.5759886897467 from Zion's Bank:28 to Capitol One:2
@1397848338053 | Transaction 396: Verified => $978.449596679054 from ???????????? ????????:84 to Capitol One:10
@1397848338097 | OLTP Data Parser: 49 transactions in queue
@1397848338140 | Worker 153: Initiated
@1397848338183 | Worker 149: committing Transaction 404
@1397848338227 | Transaction 404: Verifying
@1397848338270 | OLTP Data Parser: 49 transactions in queue
@1397848338314 | Worker 153: Started
@1397848338358 | Worker 153: committing Transaction 405
@1397848338404 | Transaction 405: Verifying
@1397848338450 | Transaction 396: Verifying
@1397848338497 | OLTP Data Parser: 49 transactions in queue
@1397848338543 | Worker 154: Initiated
@1397848338589 | Transaction 390: Verified => $8508.427715023558 from Capitol One:14 to ???????????? ????????:89
@1397848338633 | Worker 143: committing Transaction 406
@1397848338676 | Transaction 406: Verifying
@1397848338720 | OLTP Data Parser: 50 transactions in queue
@1397848338764 | Transaction 400: Verified => $8711.288380366814 from ???????????? ????????:43 to Citi:27
@1397848338808 | Worker 154: Started
@1397848338851 | OLTP Data Parser: 50 transactions in queue
@1397848338895 | Transaction 400: Verifying
@1397848338939 | Worker 154: committing Transaction 407
@1397848338983 | Transaction 407: Verifying
@1397848339027 | OLTP Data Parser: 50 transactions in queue
@1397848339154 | OLTP Data Parser: 51 transactions in queue
@1397848339203 | Transaction 394: Verified => $9034.78741372415 from ???????????? ????????:27 to Citi:25
@1397848339247 | Worker 141: committing Transaction 408
@1397848339291 | Transaction 408: Verifying
@1397848339336 | OLTP Data Parser: 51 transactions in queue
@1397848339463 | OLTP Data Parser: 52 transactions in queue
@1397848339544 | Transaction 398: Error
@1397848339588 | Transaction 398: Verifying
@1397848339632 | OLTP Data Parser: 53 transactions in queue
@1397848339760 | OLTP Data Parser: 54 transactions in queue
@1397848339887 | OLTP Data Parser: 55 transactions in queue
@1397848339931 | Transaction 397: Verified => $2586.8231952632814 from ???????????? ????????:74 to MetLife:38
@1397848339977 | Worker 144: committing Transaction 409
@1397848340021 | Transaction 409: Verifying
@1397848340065 | OLTP Data Parser: 55 transactions in queue
@1397848340109 | Transaction 393: Verified => $9661.368814528312 from ???????????? ????????:38 to Chase:37
@1397848340153 | Transaction 395: Verified => $6503.134077427138 from Wells Fargo:16 to MetLife:9
@1397848340197 | Worker 142: committing Transaction 411
@1397848340244 | Transaction 411: Verifying
@1397848340288 | OLTP Data Parser: 55 transactions in queue
@1397848340332 | Worker 145: committing Transaction 410
@1397848340377 | Transaction 410: Verifying
@1397848340421 | Transaction 404: Verified => $3371.979612907351 from Wells Fargo:45 to Citi:21
@1397848340465 | OLTP Data Parser: 55 transactions in queue
@1397848340510 | Transaction 396: Verified => $978.449596679054 from ???????????? ????????:84 to Capitol One:10
@1397848340554 | Worker 147: committing Transaction 412
@1397848340598 | Transaction 412: Verifying
@1397848340642 | Transaction 405: Verified => $4330.227166041814 from MetLife:12 to Chase:18
@1397848340687 | Transaction 404: Verifying
@1397848340732 | OLTP Data Parser: 55 transactions in queue
@1397848340777 | Transaction 405: Verifying
@1397848340860 | OLTP Data Parser: 56 transactions in queue
@1397848340918 | Transaction 401: Verified => $7396.125774049454 from Wells Fargo:32 to Citi:27
@1397848340962 | Transaction 401: Verifying
@1397848341006 | Transaction 403: Verified => $4630.592476572561 from Chase:6 to ???????????? ????????:12
@1397848341051 | Transaction 400: Verified => $8711.288380366814 from ???????????? ????????:43 to Citi:27
@1397848341096 | Worker 146: committing Transaction 413
@1397848341140 | Transaction 413: Verifying
@1397848341184 | Transaction 407: Verified => $3555.2604819070066 from MetLife:29 to Chase:18
@1397848341229 | OLTP Data Parser: 57 transactions in queue
@1397848341273 | Transaction 399: Verified => $5326.865758517642 from MetLife:13 to Capitol One:5
@1397848341317 | Transaction 403: Verifying
@1397848341362 | Transaction 407: Verifying
@1397848341406 | OLTP Data Parser: 57 transactions in queue
@1397848341451 | Transaction 399: Verifying
@1397848341534 | OLTP Data Parser: 58 transactions in queue
@1397848341598 | Transaction 406: Verified => $722.0237177864042 from Zion's Bank:40 to Wells Fargo:37
@1397848341642 | Transaction 406: Verifying
@1397848341687 | OLTP Data Parser: 59 transactions in queue
@1397848341741 | Transaction 409: Verified => $4095.645464492901 from Citi:1 to Chase:8
@1397848341786 | Transaction 409: Verifying
@1397848341830 | OLTP Data Parser: 60 transactions in queue
@1397848341874 | Transaction 410: Verified => $8530.095509451816 from Capitol One:14 to Capitol One:4
@1397848341919 | Transaction 410: Verifying
@1397848341964 | Transaction 405: Verified => $4330.227166041814 from MetLife:12 to Chase:18
@1397848342008 | Worker 153: committing Transaction 414
@1397848342055 | Transaction 414: Verifying
@1397848342100 | OLTP Data Parser: 61 transactions in queue
@1397848342163 | Transaction 402: Verified => $877.3001228838074 from Capitol One:2 to Citi:3
@1397848342208 | Transaction 402: Verifying
@1397848342253 | OLTP Data Parser: 61 transactions in queue
@1397848342398 | OLTP Data Parser: 62 transactions in queue
@1397848342544 | OLTP Data Parser: 63 transactions in queue
@1397848342690 | OLTP Data Parser: 64 transactions in queue
@1397848342738 | Transaction 408: Verified => $5490.376291624105 from Wells Fargo:7 to Wells Fargo:43
@1397848342782 | Transaction 408: Verifying
@1397848342836 | OLTP Data Parser: 65 transactions in queue
@1397848342917 | Transaction 413: Verified => $8722.939879867781 from Chase:42 to Citi:19
@1397848342962 | Transaction 413: Verifying
@1397848343007 | OLTP Data Parser: 66 transactions in queue
@1397848343152 | OLTP Data Parser: 67 transactions in queue
@1397848343298 | OLTP Data Parser: 68 transactions in queue
@1397848343418 | Transaction 398: Error
@1397848343463 | Worker 148: committing Transaction 415
@1397848343510 | Transaction 415: Verifying
@1397848343556 | OLTP Data Parser: 69 transactions in queue
@1397848343701 | OLTP Data Parser: 69 transactions in queue
@1397848343847 | OLTP Data Parser: 70 transactions in queue
@1397848343892 | Transaction 412: Verified => $811.5281349380122 from ???????????? ????????:75 to Citi:26
@1397848343936 | Transaction 412: Verifying
@1397848343993 | OLTP Data Parser: 71 transactions in queue
@1397848344067 | Transaction 399: Verified => $5326.865758517642 from MetLife:13 to Capitol One:5
@1397848344112 | Worker 150: committing Transaction 416
@1397848344157 | Transaction 416: Verifying
@1397848344202 | OLTP Data Parser: 71 transactions in queue
@1397848344247 | Transaction 408: Verified => $5490.376291624105 from Wells Fargo:7 to Wells Fargo:43
@1397848344292 | Transaction 407: Verified => $3555.2604819070066 from MetLife:29 to Chase:18
@1397848344337 | Worker 141: committing Transaction 417
@1397848344382 | Transaction 417: Verifying
@1397848344427 | OLTP Data Parser: 70 transactions in queue
@1397848344472 | Worker 154: committing Transaction 418
@1397848344517 | Transaction 418: Verifying
@1397848344562 | Transaction 409: Verified => $4095.645464492901 from Citi:1 to Chase:8
@1397848344607 | Transaction 401: Verified => $7396.125774049454 from Wells Fargo:32 to Citi:27
@1397848344652 | Worker 151: committing Transaction 420
@1397848344697 | Transaction 420: Verifying
@1397848344742 | OLTP Data Parser: 71 transactions in queue
@1397848344787 | Worker 144: committing Transaction 419
@1397848344832 | Transaction 419: Verifying
@1397848344877 | Transaction 411: Verified => $4076.31577109648 from Chase:3 to Chase:20
@1397848344922 | Transaction 410: Verified => $8530.095509451816 from Capitol One:14 to Capitol One:4
@1397848344967 | Worker 145: committing Transaction 421
@1397848345016 | Transaction 421: Verifying
@1397848345062 | OLTP Data Parser: 70 transactions in queue
@1397848345107 | Transaction 411: Verifying
@1397848345208 | OLTP Data Parser: 70 transactions in queue
@1397848345253 | Transaction 403: Verified => $4630.592476572561 from Chase:6 to ???????????? ????????:12
@1397848345300 | Worker 140: committing Transaction 422
@1397848345345 | Transaction 422: Verifying
@1397848345390 | Transaction 402: Verified => $877.3001228838074 from Capitol One:2 to Citi:3
@1397848345436 | OLTP Data Parser: 70 transactions in queue
@1397848345481 | Worker 152: committing Transaction 423
@1397848345527 | Transaction 423: Verifying
@1397848345572 | Transaction 406: Verified => $722.0237177864042 from Zion's Bank:40 to Wells Fargo:37
@1397848345618 | Worker 143: committing Transaction 424
@1397848345663 | Transaction 424: Verifying
@1397848345709 | OLTP Data Parser: 70 transactions in queue
@1397848345754 | Transaction 404: Verified => $3371.979612907351 from Wells Fargo:45 to Citi:21
@1397848345799 | Worker 149: committing Transaction 425
@1397848345845 | Transaction 425: Verifying
@1397848345890 | OLTP Data Parser: 69 transactions in queue
@1397848345977 | Transaction 415: Verified => $3674.9195146235493 from Zion's Bank:3 to Zion's Bank:20
@1397848346022 | Transaction 415: Verifying
@1397848346068 | OLTP Data Parser: 70 transactions in queue
@1397848346215 | OLTP Data Parser: 71 transactions in queue
@1397848346361 | OLTP Data Parser: 72 transactions in queue
